songid,week,total_weeks,cum_week,performer,song,genre,trackid,url,album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
No GuidanceChris Brown Featuring Drake,44,28,21,Chris Brown Featuring Drake,No Guidance,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=b8d3901151d34489a160e3cf0ab1fa94,Indigo,TRUE,260640,87,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
Old Town RoadLil Nas X Featuring Billy Ray Cyrus,44,42,35,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,157066,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
One Thing RightMarshmello & Kane Brown,44,23,19,Marshmello & Kane Brown,One Thing Right,"['brostep', 'progressive electro house']",4hPpVbbakQNv8YTHYaOJP4,https://p.scdn.co/mp3-preview/86a860d6266e657a2a47b7c2266a9a98c1ba564d?cid=b8d3901151d34489a160e3cf0ab1fa94,One Thing Right,FALSE,181823,86,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4
Only HumanJonas Brothers,44,27,20,Jonas Brothers,Only Human,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",0DiDStADDVh3SvAsoJAFMk,,Happiness Begins,FALSE,183000,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
PaniniLil Nas X,44,26,19,Lil Nas X,Panini,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Prayed For YouMatt Stell,44,20,13,Matt Stell,Prayed For You,"['arkansas country', 'contemporary country', 'country pop']",4j6GMcVcqZf1r0GDqMtYp6,https://p.scdn.co/mp3-preview/b8c1e07200c9943a5f7edc8777fadede79f9e64b?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere But On,FALSE,210373,74,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
SenoritaShawn Mendes & Camila Cabello,44,26,19,Shawn Mendes & Camila Cabello,Senorita,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0TK2YIli7K1leLovkQiNik,,Se±orita,FALSE,190960,94,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
Someone You LovedLewis Capaldi,44,32,25,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,Divinely Uninspired To A Hellish Extent,FALSE,182160,96,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
SuckerJonas Brothers,44,38,35,Jonas Brothers,Sucker,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",22vgEDb5hykfaTwLuskFGD,,Happiness Begins,FALSE,181026,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
SugeDaBaby,44,35,31,DaBaby,Suge,"['nc hip hop', 'rap']",2gwkD6igEhQbDQegRCcdoB,,Baby On Baby,TRUE,163320,88,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
TalkKhalid,44,43,38,Khalid,Talk,"['alternative r&b', 'pop']",6TqXcAFInzjp0bODyvrWEq,https://p.scdn.co/mp3-preview/2fb54a9c23ec3124319df5739aa081bf9183fa8b?cid=b8d3901151d34489a160e3cf0ab1fa94,Free Spirit,FALSE,197573,84,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4
TimeNF,44,20,15,NF,Time,"['hip hop', 'pop rap', 'rap']",6MxMqCgqmekcr0VwSU7AVH,,The Search,FALSE,240428,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4
Tip Of My TongueKenny Chesney,44,20,16,Kenny Chesney,Tip Of My Tongue,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
TrampolineSHAED,44,29,22,SHAED,Trampoline,"['electropop', 'pop']",1iQDltZqI7BXnHrFy4Qo1k,,Trampoline (with ZAYN),FALSE,184280,92,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Truth HurtsLizzo,44,33,26,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=b8d3901151d34489a160e3cf0ab1fa94,Cuz I Love You (Deluxe),TRUE,173325,90,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
You Need To Calm DownTaylor Swift,44,21,20,Taylor Swift,You Need To Calm Down,"['dance pop', 'pop', 'post-teen pop']",6RRNNciQGZEXnqk8SQ9yv5,,Lover,FALSE,171360,86,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4
BabyLil Baby & DaBaby,45,20,16,Lil Baby & DaBaby,Baby,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,85,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
Bad GuyBillie Eilish,45,38,32,Billie Eilish,Bad Guy,"['electropop', 'pop']",2Fxmhks0bxGSBdJ92vM42m,,WHEN WE ALL FALL ASLEE,FALSE,194087,96,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
Ballin'Mustard Featuring Roddy Ricch,45,22,16,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,45,24,19,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
Cash ShitMegan Thee Stallion Featuring DaBaby,45,20,20,Megan Thee Stallion Featuring DaBaby,Cash Shit,"['houston rap', 'pop', 'pop rap', 'trap queen']",2rMAtCaTj16NptyVfEIeAC,https://p.scdn.co/mp3-preview/887df8fd3f1a55e6b707e48ac3760d6e8c118184?cid=b8d3901151d34489a160e3cf0ab1fa94,Fever,TRUE,192539,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4
Dancing With A StrangerSam Smith & Normani,45,45,43,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,45,21,18,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
How Do You Sleep?Sam Smith,45,20,16,Sam Smith,How Do You Sleep?,"['pop', 'post-teen pop', 'uk pop']",6b2RcmUt1g9N9mQ3CbjX2Y,,How Do You Sleep?,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5
I Don't CareEd Sheeran & Justin Bieber,45,30,26,Ed Sheeran & Justin Bieber,I Don't Care,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=b8d3901151d34489a160e3cf0ab1fa94,I Don't Care (with Justin Bieber),FALSE,219946,91,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
I Don't Know About YouChris Lane,45,20,18,Chris Lane,I Don't Know About You,['contemporary country'],3yOs8FffuG6hPbzQG9lIqV,https://p.scdn.co/mp3-preview/cd9770406745703e8927b26b58e64af577cdcb9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Laps Around The Sun,FALSE,207933,75,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,4
Money In The GraveDrake Featuring Rick Ross,45,23,21,Drake Featuring Rick Ross,Money In The Grave,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5ry2OE6R2zPQFDO85XkgRb,,The Best In The World Pack,TRUE,205426,89,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
My TypeSaweetie,45,20,19,Saweetie,My Type,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,https://p.scdn.co/mp3-preview/7a97ae9661d1c1acefeccf2b356435e722f547ae?cid=b8d3901151d34489a160e3cf0ab1fa94,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
No GuidanceChris Brown Featuring Drake,45,28,22,Chris Brown Featuring Drake,No Guidance,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=b8d3901151d34489a160e3cf0ab1fa94,Indigo,TRUE,260640,87,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
Old Town RoadLil Nas X Featuring Billy Ray Cyrus,45,42,36,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,157066,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
One Thing RightMarshmello & Kane Brown,45,23,20,Marshmello & Kane Brown,One Thing Right,"['brostep', 'progressive electro house']",4hPpVbbakQNv8YTHYaOJP4,https://p.scdn.co/mp3-preview/86a860d6266e657a2a47b7c2266a9a98c1ba564d?cid=b8d3901151d34489a160e3cf0ab1fa94,One Thing Right,FALSE,181823,86,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4
Only HumanJonas Brothers,45,27,21,Jonas Brothers,Only Human,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",0DiDStADDVh3SvAsoJAFMk,,Happiness Begins,FALSE,183000,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
PaniniLil Nas X,45,26,20,Lil Nas X,Panini,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Prayed For YouMatt Stell,45,20,14,Matt Stell,Prayed For You,"['arkansas country', 'contemporary country', 'country pop']",4j6GMcVcqZf1r0GDqMtYp6,https://p.scdn.co/mp3-preview/b8c1e07200c9943a5f7edc8777fadede79f9e64b?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere But On,FALSE,210373,74,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
SenoritaShawn Mendes & Camila Cabello,45,26,20,Shawn Mendes & Camila Cabello,Senorita,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0TK2YIli7K1leLovkQiNik,,Se±orita,FALSE,190960,94,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
Someone You LovedLewis Capaldi,45,32,26,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,Divinely Uninspired To A Hellish Extent,FALSE,182160,96,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
SuckerJonas Brothers,45,38,36,Jonas Brothers,Sucker,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",22vgEDb5hykfaTwLuskFGD,,Happiness Begins,FALSE,181026,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
SugeDaBaby,45,35,32,DaBaby,Suge,"['nc hip hop', 'rap']",2gwkD6igEhQbDQegRCcdoB,,Baby On Baby,TRUE,163320,88,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
TalkKhalid,45,43,39,Khalid,Talk,"['alternative r&b', 'pop']",6TqXcAFInzjp0bODyvrWEq,https://p.scdn.co/mp3-preview/2fb54a9c23ec3124319df5739aa081bf9183fa8b?cid=b8d3901151d34489a160e3cf0ab1fa94,Free Spirit,FALSE,197573,84,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4
TimeNF,45,20,16,NF,Time,"['hip hop', 'pop rap', 'rap']",6MxMqCgqmekcr0VwSU7AVH,,The Search,FALSE,240428,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4
Tip Of My TongueKenny Chesney,45,20,17,Kenny Chesney,Tip Of My Tongue,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
TrampolineSHAED,45,29,23,SHAED,Trampoline,"['electropop', 'pop']",1iQDltZqI7BXnHrFy4Qo1k,,Trampoline (with ZAYN),FALSE,184280,92,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Truth HurtsLizzo,45,33,27,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=b8d3901151d34489a160e3cf0ab1fa94,Cuz I Love You (Deluxe),TRUE,173325,90,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
You Need To Calm DownTaylor Swift,45,21,21,Taylor Swift,You Need To Calm Down,"['dance pop', 'pop', 'post-teen pop']",6RRNNciQGZEXnqk8SQ9yv5,,Lover,FALSE,171360,86,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4
BabyLil Baby & DaBaby,46,20,17,Lil Baby & DaBaby,Baby,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,85,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
Bad GuyBillie Eilish,46,38,33,Billie Eilish,Bad Guy,"['electropop', 'pop']",2Fxmhks0bxGSBdJ92vM42m,,WHEN WE ALL FALL ASLEE,FALSE,194087,96,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
Ballin'Mustard Featuring Roddy Ricch,46,22,17,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,46,24,20,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
Dancing With A StrangerSam Smith & Normani,46,45,44,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'post-teen pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,88,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,46,21,19,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
How Do You Sleep?Sam Smith,46,20,17,Sam Smith,How Do You Sleep?,"['pop', 'post-teen pop', 'uk pop']",6b2RcmUt1g9N9mQ3CbjX2Y,,How Do You Sleep?,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5
I Don't CareEd Sheeran & Justin Bieber,46,30,27,Ed Sheeran & Justin Bieber,I Don't Care,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=b8d3901151d34489a160e3cf0ab1fa94,I Don't Care (with Justin Bieber),FALSE,219946,91,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
I Don't Know About YouChris Lane,46,20,19,Chris Lane,I Don't Know About You,['contemporary country'],3yOs8FffuG6hPbzQG9lIqV,https://p.scdn.co/mp3-preview/cd9770406745703e8927b26b58e64af577cdcb9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Laps Around The Sun,FALSE,207933,75,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,4
LalalaY2K & bbno$,46,21,19,Y2K & bbno$,Lalala,['pop rap'],51Fjme0JiitpyXKuyQiCDo,https://p.scdn.co/mp3-preview/3fa108534da58a2782b9c60b1c3a2d0aa18fb451?cid=b8d3901151d34489a160e3cf0ab1fa94,Lalala,TRUE,160626,92,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4
Money In The GraveDrake Featuring Rick Ross,46,23,22,Drake Featuring Rick Ross,Money In The Grave,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5ry2OE6R2zPQFDO85XkgRb,,The Best In The World Pack,TRUE,205426,89,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
My TypeSaweetie,46,20,20,Saweetie,My Type,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,https://p.scdn.co/mp3-preview/7a97ae9661d1c1acefeccf2b356435e722f547ae?cid=b8d3901151d34489a160e3cf0ab1fa94,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
No GuidanceChris Brown Featuring Drake,46,28,23,Chris Brown Featuring Drake,No Guidance,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=b8d3901151d34489a160e3cf0ab1fa94,Indigo,TRUE,260640,87,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
Old Town RoadLil Nas X Featuring Billy Ray Cyrus,46,42,37,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,157066,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
One Thing RightMarshmello & Kane Brown,46,23,21,Marshmello & Kane Brown,One Thing Right,"['brostep', 'progressive electro house']",4hPpVbbakQNv8YTHYaOJP4,https://p.scdn.co/mp3-preview/86a860d6266e657a2a47b7c2266a9a98c1ba564d?cid=b8d3901151d34489a160e3cf0ab1fa94,One Thing Right,FALSE,181823,86,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4
Only HumanJonas Brothers,46,27,22,Jonas Brothers,Only Human,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",0DiDStADDVh3SvAsoJAFMk,,Happiness Begins,FALSE,183000,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
PaniniLil Nas X,46,26,21,Lil Nas X,Panini,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Prayed For YouMatt Stell,46,20,15,Matt Stell,Prayed For You,"['arkansas country', 'contemporary country', 'country pop']",4j6GMcVcqZf1r0GDqMtYp6,https://p.scdn.co/mp3-preview/b8c1e07200c9943a5f7edc8777fadede79f9e64b?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere But On,FALSE,210373,74,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
SenoritaShawn Mendes & Camila Cabello,46,26,21,Shawn Mendes & Camila Cabello,Senorita,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0TK2YIli7K1leLovkQiNik,,Se±orita,FALSE,190960,94,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
Someone You LovedLewis Capaldi,46,32,27,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,Divinely Uninspired To A Hellish Extent,FALSE,182160,96,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
SuckerJonas Brothers,46,38,37,Jonas Brothers,Sucker,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",22vgEDb5hykfaTwLuskFGD,,Happiness Begins,FALSE,181026,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
SugeDaBaby,46,35,33,DaBaby,Suge,"['nc hip hop', 'rap']",2gwkD6igEhQbDQegRCcdoB,,Baby On Baby,TRUE,163320,88,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
TalkKhalid,46,43,40,Khalid,Talk,"['alternative r&b', 'pop']",6TqXcAFInzjp0bODyvrWEq,https://p.scdn.co/mp3-preview/2fb54a9c23ec3124319df5739aa081bf9183fa8b?cid=b8d3901151d34489a160e3cf0ab1fa94,Free Spirit,FALSE,197573,84,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4
TimeNF,46,20,17,NF,Time,"['hip hop', 'pop rap', 'rap']",6MxMqCgqmekcr0VwSU7AVH,,The Search,FALSE,240428,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4
Tip Of My TongueKenny Chesney,46,20,18,Kenny Chesney,Tip Of My Tongue,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
TrampolineSHAED,46,29,24,SHAED,Trampoline,"['electropop', 'pop']",1iQDltZqI7BXnHrFy4Qo1k,,Trampoline (with ZAYN),FALSE,184280,92,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Truth HurtsLizzo,46,33,28,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=b8d3901151d34489a160e3cf0ab1fa94,Cuz I Love You (Deluxe),TRUE,173325,90,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
BabyLil Baby & DaBaby,47,20,18,Lil Baby & DaBaby,Baby,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,85,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
Bad GuyBillie Eilish,47,38,34,Billie Eilish,Bad Guy,"['electropop', 'pop']",2Fxmhks0bxGSBdJ92vM42m,,WHEN WE ALL FALL ASLEE,FALSE,194087,96,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
Ballin'Mustard Featuring Roddy Ricch,47,22,18,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,47,24,21,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
Dancing With A StrangerSam Smith & Normani,47,45,45,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,47,21,20,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
